policy_number,policy_title,type,version,link
4319.25,Political Activities Of mployees,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=9slsh3Aouy4kbRo0HpluspySg14Q==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4319.25,Political Activities Of mployees,AR,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=GdFuVplusFpu4lHmplusKKqr2mdg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4319.25,Political Activities Of mployees,AR,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=Lh1ysUMqE2xdQzJhsLUvBg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4319.41,mployees With Infectious Disease,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=lHrKUdjELjEZlJxn6OplusYtg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4319.41,mployees With Infectious Disease,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=fzk8mVahpPxplus9EzO0zSTTQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4319.42,xposure Control Plan For Bloodborne Pathogens,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=Fw1VXptaNhWQcMKxpluspKwyg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4319.42,xposure Control Plan For Bloodborne Pathogens,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=EcRq5schsInl7ijC8NuMPQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4319.42,xposure Control Plan For Bloodborne Pathogens,AR,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=bFVOTZOunbMOBlCF17j93g==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4319.42,xposure Control Plan For Bloodborne Pathogens,AR,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=sCW8lizWkri9W8Ct5nvkZQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4319.42-E(1),xposure Control Plan For Bloodborne Pathogens,E,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=5GrVkdVOFzG0dVWzLEtddQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4319.42-E(1),xposure Control Plan For Bloodborne Pathogens,E,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=QajbECCfIhUUslshGf7k7ksTg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4319.43,Universal Precautions,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=6pOcplus4fUvW5afkYWblsGslshA==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4319.43,Universal Precautions,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=MzR6GyEUQVZLH3CPZCI9pA==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4319.43,Universal Precautions,AR,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=CT38jSwsV1lhmxnlslshckRxQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4319.43,Universal Precautions,AR,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=zp6rG7h1tqV66kZFpJKXplusQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4331,Staff Development,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=RePmtbxfXco2tX8plus1YIGMQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4332,Publication Or Creation Of Materials,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=cGcqz50FZslshihMYslshBo1u1ow==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4332,Publication Or Creation Of Materials,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=AC8qPOaok5YzZunCYEKplushw==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4335,Soliciting And Selling,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=Y37Yy4Dslsh9m06wEYqvBslshyKQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4335,Soliciting And Selling,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=a3xcFxbC0Avslshb9IMkAqslsh1A==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4336,Nonschool mployment,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=Je2v2l4uzMDUtAA5YslshGOplusw==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4336,Nonschool mployment,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=4Fkk6kT0SSgvGsIidH2puw==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4340,Bargaining Units,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=yfaxLwG7YSgrLLw93tWhCg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4340,Bargaining Units,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=GGfzHGGbSlvE36NicVsDdQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4344,Complaints,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=HBr6JSNNmPN0KZz3KAGEhQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4344,Complaints,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=mOslshccQzXtjLScTtAa2iWsQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4344,Complaints,AR,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=Xz78lGfAq5H54GB4NZaafQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4344,Complaints,AR,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=YXod9HXowyOzP5T1CmwUHw==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4351,mployee Compensation,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=GO3NHRXOSEFplusorFJ95v9vQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4351,mployee Compensation,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=v3P3oslshLslshZqwHtFrECVJJHQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4356.2,Awards And Recognition,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=v9RK6C35EoU9N1WDH3uNSg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4356.2,Awards And Recognition,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=XkRRNU28rQIdAdpfwauD7A==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4356.3,mployee Property Reimbursement,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=zCWjy47QwJh5loqWeUNs9w==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4356.3,mployee Property Reimbursement,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=ICsv39mZwcKiTDnwe4pbdg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4357,mployee Safety,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=r2LB2wExllYQjg7XF6OmOg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4357,mployee Safety,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=577swq2hkKplusONMtSplusYkvPQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4357,mployee Safety,AR,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=jmjNKbOG8TUTmHIIWXM8LQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4357,mployee Safety,AR,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=Iq9biC1yiZMfRff0XWCVig==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4357.1,Work-Related Injuries,AR,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=rXoaDK1E2mhmszhAOHHFrg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4357.1,Work-Related Injuries,AR,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=Xslshes75kTNrB7fCN8Y3TzyA==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4358,mployee Security,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=RmDdtQsQJzvBnq0CHlhbfQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4358,mployee Security,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=eEYv2rAOjwFAjh3hqM47tQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4358,mployee Security,AR,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=JIplusmrtPhSyIajtslshaIbUDzQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4358,mployee Security,AR,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=ZuCgTNxCLz0Bea90zGUVcQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4359,mployee Assistance Programs,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=plusbu5KlvbjHdrslshslshIyNslshnRQQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4359,mployee Assistance Programs,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=1q6IAO8Tf3akbWSRXmnTHQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4361.1,Personal Illness/Injury Leave,AR,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=4fplusS9aVcpbHLfYotCtCwHA==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4361.1,Personal Illness/Injury Leave,AR,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=Oplus4QO8KsYM8i2N5l5U4Aew==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4361.11,Industrial Accident/Illness Leave,AR,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=0vhncnGFjMg16KWrHnvF0g==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4361.11,Industrial Accident/Illness Leave,AR,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=BQX1eYbqHBgRMJYC7LzdsQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4361.2,Personal Leaves,AR,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=IIvlQISQE28ON7T5NxZplusLQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
4361.2,Personal Leaves,AR,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=OKsriIKmGHegLVUtkPVrPw==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5000,Concepts And Roles,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=P57N1kHuuB2PHH1XAAjqxg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5000,Concepts And Roles,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=bWNwxy57euG7HYqXtXQmxw==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5020,Parent Rights And Responsibilities,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=7pluscslshDCgNf9VaGS3C7KFIHw==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5020,Parent Rights And Responsibilities,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=SSvuNOs30vBKppOBARwtSA==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5020,Parent Rights And Responsibilities,AR,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=Sq9XESslsh1ftGnslshGxGKHslshslshLA==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5020,Parent Rights And Responsibilities,AR,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=JM0PrjwplusTR9vFplQNsRQWw==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5021,Noncustodial Parents,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=qZsOSVZmoGAokRZay5TOmw==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5021,Noncustodial Parents,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=ZiH5NTk34TfgSuoWw3zbvw==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5022,Student And Family Privacy Rights,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=lOslshIA2hoPkHFlZsTiYACqw==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5022,Student And Family Privacy Rights,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=3r93obP1iRkFgNNx83c0Xg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5022,Student And Family Privacy Rights,AR,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=FaPT0OUwthwtZApluscJLcYrQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5022,Student And Family Privacy Rights,AR,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=4imslshc3s8pXgBYfslshLIWyEoQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5030,Student Wellness,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=71sE9slshkZSnAShlAzHRZcKQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5030,Student Wellness,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=r5s1UEygVB4X0hhWtXe1Qw==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5111,Admission,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=AZInFfO5KqNlawambrpqhg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5111,Admission,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=1SVtslshdduK94CmAslshdfNTSew==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5111,Admission,AR,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=Rz2MrdrhO2CqBRslshNd3VqvA==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5111,Admission,AR,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=7eUY53plusUJgpfxDGKq2RxcQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5111.1,District Residency,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=ysZ0WuaGDrjTnke5fJLU9g==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5111.1,District Residency,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=aP1yuUxj4slshcvvwY2h3lgtQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5111.1,District Residency,AR,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=kWt3sYK6a6mQ7QplusbY1ufAg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5111.1,District Residency,AR,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=TUmj1SKVp2CDQkhsYM5alQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5111.2,Nonresident Foreign Students,AR,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=UHwKJEW4slshGsnaOTyQTcplussg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5111.2,Nonresident Foreign Students,AR,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=y1zeuplushjZkSUqpefW6uplus6g==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5112.1,xemptions From Attendance,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=6sanXrdr8nBhP5m1mplusK9QQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5112.1,xemptions From Attendance,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=plusFcEzh1OVbzw6cRwsSKslshmA==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5112.1,xemptions From Attendance,AR,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=BbpI5ACvF4rQLvAZHa3K9g==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5112.1,xemptions From Attendance,AR,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=ynR4PB06WXlR1d7gBLH5Eg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5112.2,xclusions From Attendance,AR,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=LxITfMACT952oGW96WuPslshw==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5112.2,xclusions From Attendance,AR,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=imVSXMO4vMqAXmmmkkv8dw==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5112.3,Student Leave Of Absence,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=kojSdl93Urk0yr7WpOLxbg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5112.3,Student Leave Of Absence,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=nD3o9CoWGxecWPKTY1h5vg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5112.3,Student Leave Of Absence,AR,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=tHwU3VslshVIaDtR8zTWx7C7w==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5112.3,Student Leave Of Absence,AR,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=fL3gxTsQG0Mxx2Un8s4lRg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5112.5,Open/Closed Campus,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=LSMEkJfAq8tiUFesDLZpdQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5112.5,Open/Closed Campus,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=vRz9YFrDv1shRqvPar3iqw==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5113,Absences And xcuses,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=FA3ySS0e9oplusmC5tislshVnn4Q==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5113,Absences And xcuses,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=woRD4wSD7KvmCgHeT4anrA==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5113,Absences And xcuses,AR,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=uZwXgBKkCJiXT9inVPOfplusA==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5113,Absences And xcuses,AR,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=AQZjTKdX9CuRRNxOyKrslshGQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5113.1,Chronic Absence And Truancy,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=ZXpluseU3HMlpSX5JMYIdDoZQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5113.1,Chronic Absence And Truancy,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=MPCfqcz1295zlMcqKt0gplusw==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5113.1,Chronic Absence And Truancy,AR,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=d7pX5XtI97slhPGz9xar7Q==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5113.1,Chronic Absence And Truancy,AR,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=UQslshMVsslsh4Jkpyvpm1vemXNQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5113.11,Attendance Supervision,AR,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=DxZwigqCNqqRTpNwRXBEyw==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5113.11,Attendance Supervision,AR,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=tl9jtrn3XfAWVLtv0slshvU0w==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5113.12,District School Attendance Review Board,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=xKiwt9SC6joDQqXg3vlH8Q==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5113.12,District School Attendance Review Board,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=Lmmpluso2EGYxdy2VdLIzHKsw==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5113.12,District School Attendance Review Board,AR,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=hgfc15yVDCbD48ZYDNgc4g==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
5113.12,District School Attendance Review Board,AR,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=Tta3D7dI05Twq2GeHXzZAw==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
